"id","name","category_code","disease_code","created_at","updated_at"
"8311","T372 - Antipaludicos y Drogas de Accion Contra otros Protozoarios Sanguineos","T37","2",,
"8312","T373 - Otras Drogas Antiprotozoarias","T37","3",,
"8313","T374 - Antihelminticos","T37","4",,
"8314","T375 - Drogas Antivirales","T37","5",,
"8315","T378 - Otros Antiinfecciosos y Antiparasitarios Sistemicos Especificados","T37","8",,
"8316","T379 - Antiinfecciosos y Antiparasitarios Sistemicos, no Especificados","T37","9",,
"8317","T380 - Glucocorticoides y Analogos Sinteticos","T38","0",,
"8318","T381 - Hormonas Tiroideas y Sustitutos","T38","1",,
"8319","T382 - Drogas Antitiroideas","T38","2",,
"8320","T383 - Insulina y Drogas Hipoglucemiantes Orales [Antidiabeticas]","T38","3",,
"8321","T384 - Anticonceptivos Orales","T38","4",,
"8322","T385 - Otros Estrogenos y Progestogenos","T38","5",,
"8323","T386 - Antigonadotrofinas, Antiestrogenos y Antiandrogenos, no Clasificados en otra parte","T38","6",,
"8324","T387 - Androgenos y sus Congeneres Anabolicos","T38","7",,
"8325","T388 - Otras Hormonas y Sustitutos Sinteticos y los no Especificados","T38","8",,
"8326","T389 - Otros Antagonistas de las Hormonas y los no Especificados","T38","9",,
"8327","T390 - Salicilatos","T39","0",,
"8328","T391 - Derivados del Paraaminofenol","T39","1",,
"8329","T392 - Derivados de la Pirazolona","T39","2",,
"8330","T393 - Otras Drogas Antiinflamatorias no Esteroideas [daine]","T39","3",,
"8331","T394 - Antirreumaticos, no Clasificados en otra parte","T39","4",,
"8332","T398 - Otros Analgesicos no Narcoticos y Antipireticos, no Clasificados en otra parte","T39","8",,
"8333","T399 - Analgesicos no Narcoticos, Antipireticos y Antirreumaticos, no Especificados","T39","9",,
"8334","T400 - Opio","T40","0",,
"8335","T401 - Heroina","T40","1",,
"8336","T402 - Otros Opiaceos","T40","2",,
"8337","T403 - Metadona","T40","3",,
"8338","T404 - Otros Narcoticos Sinteticos","T40","4",,
"8339","T405 - Cocaina","T40","5",,
"8340","T406 - Otros Narcoticos y los no Especificados","T40","6",,
"8341","T407 - Cannabis (derivados)","T40","7",,
"8342","T408 - Acido Lisergico [Lsd]","T40","8",,
"8343","T409 - Otros Psicodislepticos y los no Especificados [Alucinogenos]","T40","9",,
"8344","T410 - Anestesicos por Inhalacion","T41","0",,
"8345","T411 - Anestesicos Intravenosos","T41","1",,
"8346","T412 - Otros Anestesicos Generales y los no Especificados","T41","2",,
"8347","T413 - Anestesicos Locales","T41","3",,
"8348","T414 - Anestesicos, no Especificados","T41","4",,
"8349","T415 - Gases Terapeuticos","T41","5",,
"8350","T420 - Derivados de la Hidantoina","T42","0",,
"8351","T421 - Iminostilbenos","T42","1",,
"8352","T422 - Succinamidas y derivados de la Oxazolidina","T42","2",,
"8353","T423 - Barbituricos","T42","3",,
"8354","T424 - Benzodiazepinas","T42","4",,
"8355","T425 - Antiepilepticos Mixtos, no Clasificados en otra parte","T42","5",,
"8356","T426 - Otros Antiepilepticos y Drogas Hipnotico-Sedantes","T42","6",,
"8357","T427 - Antiepilepticos y Drogas Hipnotico-Sedantes, no Especificados","T42","7",,
"8358","T428 - Drogas Antiparkinsonianas y otros depresores del Tono Muscular Central","T42","8",,
"8359","T430 - Antidepresivos Triciclicos y Tetraciclicos","T43","0",,
"8360","T431 - Antidepresivos Inhibidores de la Monoaminoxidasa","T43","1",,
"8361","T432 - Otros Antidepresivos y los no Especificados","T43","2",,
"8362","T433 - Antipsicoticos y Neurolepticos Fenotiacinicos","T43","3",,
"8363","T434 - Butirofenona y Neurolepticos Tioxantenicos","T43","4",,
"8364","T435 - Otros Antipsicoticos y Neurolepticos y los no Especificados","T43","5",,
"8365","T436 - Psicoestimulantes con Abuso Potencial","T43","6",,
"8366","T438 - Otras Drogas Psicotropicas, no Clasificadas en otra parte","T43","8",,
"8367","T439 - Droga Psicotropica, no Especificada","T43","9",,
"8368","T440 - Agentes Anticolinesterasa","T44","0",,
"8369","T441 - Otros Parasimpaticomimeticos [Colinergicos]","T44","1",,
"8370","T442 - Drogas Bloqueadoras Ganglionares, no Clasificadas en otra parte","T44","2",,
"8371","T443 - Otros Parasimpaticoliticos [Anticolinergicos y Antimuscarinicos] y Espasmoliticos, no Cl","T44","3",,
"8372","T444 - Agonistas, Predominantemente Alfa-Adrenergicos, no Clasificados en otra parte","T44","4",,
"8373","T445 - Agonistas, Predominantemente Beta-Adrenergicos, no Clasificados en otra parte","T44","5",,
"8374","T446 - Antagonistas Alfa-Adrenergicos, no Clasificados en otra parte","T44","6",,
"8375","T447 - Antagonistas Beta-Adrenergicos, no Clasificados en otra parte","T44","7",,
"8376","T448 - Agentes de Accion Central y Bloqueadores Neuronales Adrenergicos, no Clasificados en Otr","T44","8",,
"8377","T449 - Otras Drogas y las no Especificadas que Afectan Principalmente el Sistema Nervioso Auton","T44","9",,
"8378","T450 - Drogas Antialergicas y Antiemeticas","T45","0",,
"8379","T451 - Drogas Antineoplasicas e Inmunosupresoras","T45","1",,
"8380","T452 - Vitaminas, no Clasificadas en otra parte","T45","2",,
"8381","T453 - Enzimas, no Clasificadas en otra parte","T45","3",,
"8382","T454 - Hierro y sus Compuestos","T45","4",,
"8383","T455 - Anticoagulantes","T45","5",,
"8384","T456 - Drogas que Afectan la Fibrinolisis","T45","6",,
"8385","T457 - Antagonistas de Anticoagulantes, Vitamina K y otros Coagulantes","T45","7",,
"8386","T458 - Otros Agentes Principalmente Sistemicos y Hematologicos","T45","8",,
"8387","T459 - Agentes Principalmente Sistemicos y Hematologicos, no Especificados","T45","9",,
"8388","T460 - Glucosidos Cardiotonicos y Medicamentos de Accion Similar","T46","0",,
"8389","T461 - Bloqueadores del Canal del Calcio","T46","1",,
"8390","T462 - Otras Drogas Antiarritmicas, no Clasificadas en otra parte","T46","2",,
"8391","T463 - Vasodilatadores Coronarios, no Clasificados en otra parte","T46","3",,
"8392","T464 - Inhibidores de la Enzima Convertidora de la Angiotensina","T46","4",,
"8393","T465 - Otras Drogas Antihipertensivas, no Clasificadas en otra parte","T46","5",,
"8394","T466 - Drogas Antilipemicas y Antiarterioscleroticas","T46","6",,
"8395","T467 - Vasodilatadores Perifericos","T46","7",,
"8396","T468 - Drogas Antivaricosas, Inclusive Agentes Esclerosantes","T46","8",,
"8397","T469 - Otros Agentes y los no Especificados que Afectan Principalmente el Sistema Cardiovascula","T46","9",,
"8398","T470 - Antagonistas del Receptor H2 de Histamina","T47","0",,
"8399","T471 - Otras Drogas Antiacidas y que Inhiben la Secrecion Gastrica","T47","1",,
"8400","T472 - Laxantes Estimulantes","T47","2",,
"8401","T473 - Laxantes Salinos y Osmoticos","T47","3",,
"8402","T474 - Otros Laxantes","T47","4",,
"8403","T475 - Digestivos","T47","5",,
"8404","T476 - Drogas Antidiarreicas","T47","6",,
"8405","T477 - Emeticos","T47","7",,
"8406","T478 - Otros Agentes que Afectan Principalmente el Sistema Gastrointestinal","T47","8",,
"8407","T479 - Agentes no Especificados que Afectan Principalmente el Sistema Gastrointestinal","T47","9",,
"8408","T480 - Drogas Oxitocicas","T48","0",,
"8409","T481 - Relajantes Musculoesqueleticos [Agentes Bloqueadores Neuromusculares]","T48","1",,
"8410","T482 - Otros Medicamentos y los no Especificados de Accion Principal sobre los Musculos","T48","2",,
"8411","T483 - Antitusigenos","T48","3",,
"8412","T484 - Expectorantes","T48","4",,
"8413","T485 - Drogas Contra el Catarro Comun","T48","5",,
"8414","T486 - Antiasmaticos, no Clasificados en otra parte","T48","6",,
"8415","T487 - Otros Agentes y los no Especificados de Accion Principal sobre el Sistema Respiratorio","T48","7",,
"8416","T490 - Drogas Locales Antimicoticas, Antiinfecciosas y Antiinflamatorias, no Clasificadas en Ot","T49","0",,
"8417","T491 - Antipruriticos","T49","1",,
"8418","T492 - Astringentes y Detergentes Locales","T49","2",,
"8419","T493 - Emolientes, Demulcentes y Protectores","T49","3",,
"8420","T494 - Queratoliticos, Queratoplasticos, Drogas y otras Preparaciones para el Tratamiento del C","T49","4",,
"8421","T495 - Drogas y Preparaciones Oftalmologicas","T49","5",,
"8422","T496 - Drogas y Preparaciones Otorrinolaringologicas","T49","6",,
"8423","T497 - Drogas dentales, Aplicadas Topicamente","T49","7",,
"8424","T498 - Otros Agentes Topicos","T49","8",,
"8425","T499 - Agentes Topicos, no Especificados","T49","9",,
"8426","T500 - Mineralocorticoides y sus Antagonistas","T50","0",,
"8427","T501 - Diureticos del Asa [Dintel Alto]","T50","1",,
"8428","T502 - Inhibidores de la Anhidrasa del Acido Carbonico, Benzotiazidas y otros diureticos","T50","2",,
"8429","T503 - Agentes del Equilibrio Hidrolitico, Electrolitico y Calorico","T50","3",,
"8430","T504 - Drogas que Afectan el Metabolismo del Acido Urico","T50","4",,
"8431","T505 - Depresores del Apetito","T50","5",,
"8432","T506 - Antidotos y Agentes Quelantes, no Clasificados en otra parte","T50","6",,
"8433","T507 - Analepticos y Antagonistas del Opio","T50","7",,
"8434","T508 - Agentes Diagnosticos","T50","8",,
"8435","T509 - Otras Drogas y Sustancias Biologicas, y las no Especificadas","T50","9",,
"8436","T510 - Etanol","T51","0",,
"8437","T511 - Metanol","T51","1",,
"8438","T512 - Propanol-2","T51","2",,
"8439","T513 - Licor de Alcohol Insuficientemente destilado","T51","3",,
"8440","T518 - Otros Alcoholes","T51","8",,
"8441","T519 - Alcohol, no Especificado","T51","9",,
"8442","T520 - Productos del Petroleo","T52","0",,
"8443","T521 - Benceno","T52","1",,
"8444","T522 - Homologos del Benceno","T52","2",,
"8445","T523 - Glicoles","T52","3",,
"8446","T524 - Cetonas","T52","4",,
"8447","T528 - Otros disolventes Organicos","T52","8",,
"8448","T529 - Disolventes Organicos, no Especificados","T52","9",,
"8449","T530 - Tetracloruro de Carbono","T53","0",,
"8450","T531 - Cloroformo","T53","1",,
"8451","T532 - Tricloroetileno","T53","2",,
"8452","T533 - Tetracloroetileno","T53","3",,
"8453","T534 - Dicloroetano","T53","4",,
"8454","T535 - Clorofluorocarburos","T53","5",,
"8455","T536 - Otros derivados Halogenados de Hidrocarburos Alifaticos","T53","6",,
"8456","T537 - Otros derivados Halogenados de Hidrocarburos Aromaticos","T53","7",,
"8457","T539 - Derivados Halogenados de Hidrocarburos Alifaticos y Aromaticos, no Especificados","T53","9",,
"8458","T540 - Fenol y Homologos del Fenol","T54","0",,
"8459","T541 - Otros Compuestos Organicos Corrosivos","T54","1",,
"8460","T542 - Acidos Corrosivos y Sustancias Acidas Similares","T54","2",,
"8461","T543 - Alcalis Causticos y Sustancias Alcalinas Similares","T54","3",,
"8462","T549 - Efecto Toxico de Sustancia Corrosiva, no Especificada","T54","9",,
"8463","T55X - Efecto Toxico de Detergentes y Jabones","T55","X",,
"8464","T560 - Plomo y sus Compuestos","T56","0",,
"8465","T561 - Mercurio y sus Compuestos","T56","1",,
"8466","T562 - Cromo y sus Compuestos","T56","2",,
"8467","T563 - Cadmio y sus Compuestos","T56","3",,
"8468","T564 - Cobre y sus Compuestos","T56","4",,
"8469","T565 - Zinc y sus Compuestos","T56","5",,
"8470","T566 - Estano y sus Compuestos","T56","6",,
"8471","T567 - Berilio y sus Compuestos","T56","7",,
"8472","T568 - Otros Metales","T56","8",,
"8473","T569 - Metal, no Especificado","T56","9",,
"8474","T570 - Arsenico y sus Compuestos","T57","0",,
"8475","T571 - Fosforo y sus Compuestos","T57","1",,
"8476","T572 - Manganeso y sus Compuestos","T57","2",,
"8477","T573 - Acido Cianhidrico","T57","3",,
"8478","T578 - Otras Sustancias Inorganicas, Especificadas","T57","8",,
"8479","T579 - Sustancia Inorganica, no Especificada","T57","9",,
"8480","T58X - Efecto Toxico del Monoxido de Carbono","T58","X",,
"8481","T590 - Oxidos de Nitrogeno","T59","0",,
"8482","T591 - Dioxido de Sulfuro","T59","1",,
"8483","T592 - Formaldehido","T59","2",,
"8484","T593 - Gas Lacrimogeno","T59","3",,
"8485","T594 - Cloro Gaseoso","T59","4",,
"8486","T595 - Gas de Fluor y Fluoruro de Hidrogeno","T59","5",,
"8487","T596 - Sulfuro de Hidrogeno","T59","6",,
"8488","T597 - Dioxido de Carbono","T59","7",,
"8489","T598 - Otros Gases, Humos y Vapores Especificados","T59","8",,
"8490","T599 - Gases, Humos y Vapores no Especificados","T59","9",,
"8491","T600 - Insecticidas Organofosforados y Carbamatos","T60","0",,
"8492","T601 - Insecticidas Halogenados","T60","1",,
"8493","T602 - Otros Insecticidas","T60","2",,
"8494","T603 - Herbicidas y Fungicidas","T60","3",,
"8495","T604 - Rodenticidas","T60","4",,
"8496","T608 - Otros Plaguicidas","T60","8",,
"8497","T609 - Plaguicida, no Especificado","T60","9",,
"8498","T610 - Envenenamiento Ciguatero por Pescado","T61","0",,
"8499","T611 - Envenenamiento Escombroideo por Pescado","T61","1",,
"8500","T612 - Otros Envenenamientos por Pescados y Mariscos","T61","2",,
"8501","T618 - Efecto Toxico de otros Alimentos Marinos","T61","8",,
"8502","T619 - Efecto Toxico de Alimentos Marinos no Especificados","T61","9",,
"8503","T620 - Hongos Ingeridos","T62","0",,
"8504","T621 - Bayas Ingeridas","T62","1",,
"8505","T622 - Otra (s) (Partes de) Planta (s) Ingerida (s)","T62","2",,
"8506","T628 - Otras Sustancias Nocivas Especificadas Ingeridas como Alimento","T62","8",,
"8507","T629 - Sustancia Nociva Ingerida como Alimento, no Especificada","T62","9",,
"8508","T630 - Veneno de Serpiente","T63","0",,
"8509","T631 - Veneno de otros Reptiles","T63","1",,
"8510","T632 - Veneno de Escorpion","T63","2",,
"8511","T633 - Veneno de Aranas","T63","3",,
"8512","T634 - Veneno de otros Artropodos","T63","4",,
"8513","T635 - Efecto Toxico del Contacto con Peces","T63","5",,
"8514","T636 - Efecto Toxico del Contacto con otros Animales Marinos","T63","6",,
"8515","T638 - Efectos Toxicos del Contacto con otros Animales Venenosos","T63","8",,
"8516","T639 - Efecto Toxico del Contacto con Animal Venenoso no Especificado","T63","9",,
"8517","T64X - Efecto Toxico de Aflatoxina y otras Micotoxinas Contaminantes de Alimentos","T64","X",,
"8518","T650 - Cianuro","T65","0",,
"8519","T651 - Estricnina y sus Sales","T65","1",,
"8520","T652 - Tabaco y Nicotina","T65","2",,
"8521","T653 - Nitroderivados y Aminoderivados del Benceno y sus Homologos","T65","3",,
"8522","T654 - Bisulfuro de Carbono","T65","4",,
"8523","T655 - Nitroglicerina y otros Acidos y Esteres Nitricos","T65","5",,
"8524","T656 - Pinturas y Colorantes, no Clasificados en otra parte","T65","6",,
"8525","T658 - Efectos Toxicos de otras Sustancias Especificadas","T65","8",,
"8526","T659 - Efecto Toxico de Sustancia no Especificada","T65","9",,
"8527","T66X - Efectos no Especificados de la Radiacion","T66","X",,
"8528","T670 - Golpe de Calor e Insolacion","T67","0",,
"8529","T671 - Sincope por Calor","T67","1",,
"8530","T672 - Calambre por Calor","T67","2",,
"8531","T673 - Agotamiento por Calor, Anhidrotico","T67","3",,
"8532","T674 - Agotamiento por Calor debido a deplecion de Sal","T67","4",,
"8533","T675 - Agotamiento por Calor, no Especificado","T67","5",,
"8534","T676 - Fatiga por Calor, Transitoria","T67","6",,
"8535","T677 - Edema por Calor","T67","7",,
"8536","T678 - Otros Efectos del Calor y de la Luz","T67","8",,
"8537","T679 - Efecto del Calor y de la Luz, no Especificado","T67","9",,
"8538","T68X - Hipotermia","T68","X",,
"8539","T690 - Mano y Pie de Inmersion","T69","0",,
"8540","T691 - Sabanon(Es)","T69","1",,
"8541","T698 - Otros Efectos Especificados de la Reduccion de la Temperatura","T69","8",,
"8542","T699 - Efecto de la Reduccion de la Temperatura, no Especificado","T69","9",,
"8543","T700 - Barotrauma Otitico","T70","0",,
"8544","T701 - Barotrauma Sinusal","T70","1",,
"8545","T702 - Otros Efectos y los no Especificados de la Gran Altitud","T70","2",,
"8546","T703 - Enfermedad por descompresion [de los Cajones Sumergidos]","T70","3",,
"8547","T704 - Efectos de Liquidos con Alta Presion","T70","4",,
"8548","T708 - Otros Efectos de la Presion del Aire y del Agua","T70","8",,
"8549","T709 - Efecto de la Presion del Aire y del Agua, no Especificado","T70","9",,
"8550","T71X - Asfixia","T71","X",,
"8551","T730 - Efectos del Hambre","T73","0",,
"8552","T731 - Efectos de la Sed","T73","1",,
"8553","T732 - Agotamiento debido a Exposicion a la Intemperie","T73","2",,
"8554","T733 - Agotamiento debido a Esfuerzo Excesivo","T73","3",,
"8555","T738 - Otros Efectos de Privacion","T73","8",,
"8556","T739 - Efectos de Privacion, no Especificados","T73","9",,
"8557","T740 - Negligencia o Abandono","T74","0",,
"8558","T741 - Riesgo de Abuso Fisico y/o Emocional y/o Sexual","T74","1",,
"8559","T7411 - Abuso Fisico a Esposa (o)","T74","11",,
"8560","T7412 - Abuso Fisico a Nino o Bebe","T74","12",,
"8561","T742 - Abuso Sexual","T74","2",,
"8562","T743 - Abuso Psicologico","T74","3",,
"8563","T748 - Otros Sindromes de Maltrato Forma Mixta","T74","8",,
"8564","T7480 - Riesgo de Abuso Fisico y/o Emocional y/o Sexual","T74","80",,
"8565","T749 - Sindrome del Maltrato no Especificado","T74","9",,
"8566","T750 - Efectos del Rayo","T75","0",,
"8567","T751 - Ahogamiento y Sumersion no Mortal","T75","1",,
"8568","T752 - Efectos de la Vibracion","T75","2",,
"8569","T753 - Mal del Movimiento","T75","3",,
"8570","T754 - Efectos de la Corriente Electrica","T75","4",,
